"cleaned_hm","predicted_category","age","country","gender","marital"
"I finished a good workout.","exercise","48","USA","m","married"
"I felt good enough to go to gym yesterday.","exercise","55.0","USA","f","married"
"I have started running more often and am feeling better about my run time and being less tired.","exercise","33.0","USA","m","single"
"I started bike riding again.","exercise","25","USA","m","single"
"I got to enjoy some exercise.","exercise","40","USA","f","married"
"I memorized a yoga mantra from my yoga guru.","exercise","25.0","IND","m","single"
"I finished a whole week going to the gym without missing a day.","exercise","31","USA","m","single"
"I performed very well in the gym, re-achieving some old standards but be set for myself in the past. ","exercise","28","USA","m","married"
"I lifted a personal best for myself at the gym.","exercise","24","USA","m","single"
"Got a great yoga workout in.","exercise","38","USA","f","divorced"
"I got to jump around at parkour visions gym.","exercise","23.0","USA","m","single"
"I went for a really long run.","exercise","25","USA","m","single"
"I was happy that I had energy to workout.","exercise","56","USA","f","married"
"Accomplished a personal record at the gym. ","exercise","26","USA","f","single"
"I went for a mountain bike ride.  This was the first for the this year, since winter.  It was a little messy with mud, but lots of fun.","exercise","31","USA","m","single"
"I hit an awesome ace while playing tennis this morning.","exercise","38.0","USA","m","married"
"Running on the beach and watching the ocean. Such an uplifting experience.","exercise","34.0","USA","m","married"
"I walked outside for 6 miles","exercise","31","USA","m","single"
"I went for a run and exercised during a nice, cool, sunny evening","exercise","26.0","USA","m","single"
"When I went on an early morning run yesterday. It really made me feel great, and prepared me for the day.","exercise","26","SRB","m","single"
"Went for a run in the rain.","exercise","29","USA","m","single"
"I've managed to consistently do cardio workouts every other day.","exercise","25.0","USA","m","married"
"I finally completed 50 push-ups and 70 squat-ups.","exercise","24","USA","m","single"
"Purchased a Bicycle for exercising and keep my body fit.","exercise","31","IND","m","single"
"My bench press weight went up since last week in the gym.","exercise","28","USA","m","single"
"I had a great personal training session this morning and feel accomplished very early in the day!","exercise","26","USA","f","single"
"when i could ride my bike without any fear of crashing at a high speed ","exercise","25","IND","m","single"
"i was able to exercise and lose a little weight","exercise","24","USA","m","single"
"I lost four pounds following a new exercise program at the gym. ","exercise","35.0","USA","f","married"
"Last night, I worked out with a weight set and a new workout I hadn't tried before.","exercise","21.0","USA","m","single"
"Took a cool shower after a workout that felt refreshing.","exercise","29","USA","m","single"
"I went on my first official vacation in 9 years on an international trip with a gym group. ","exercise","33","USA","m","single"
"Doing workout at morning with coach fir the first time","exercise","21","IND","m","single"
"I went to a workout class and got to know some new people.","exercise","32","USA","f","single"
"I woke up early morning and started doing exercise to reduce the weight. I was planning to do this for long but could start today only. Feeling excited.","exercise","28.0","IND","m","married"
"Got my gym membership renewed","exercise","32.0","USA","f","single"
"I love play Soccer in the Stadium with my Friends","exercise","22","USA","m","single"
"I went for a really good run and the weather was perfect out.","exercise","29","USA","m","single"
"I walked for 6 miles this morning","exercise","31","USA","m","single"
"I went to a really fun and challenging cycling class, it was an amazing workout.","exercise","29","USA","f","married"
"I saw improvement in my workout, as I was able to do more.","exercise","27.0","USA","m","single"
"Running 3 miles at the gym.","exercise","26.0","USA","m","single"
"Ran a 6 minute mile at the track.","exercise","25","USA","m","single"
"i started went to gym regularly ","exercise","30","IND","m","single"
"Purchased a Bicycle for exercising and keep my body fit.","exercise","31","IND","m","single"
"I went to the gym last night, which always feels good.","exercise","24","USA","m","married"
"Getting compliments from my trainer at the gym.","exercise","27","USA","f","single"
"I finally completed 70 push-ups and 80 squat-ups.","exercise","24","USA","m","single"
"I was able to return to the gym after injuring my knee.","exercise","23.0","USA","m","single"
"I went to wait for someone at a gym and got to watch diving students.","exercise","23","CAN","f","single"
"I started going to the gym and stronger and more confident.","exercise","34","USA","m","single"
"I, started exercising at the gym. ","exercise","54.0","USA","f","married"
"I became happy that I got a good workout in at gym today.","exercise","23","USA","m","single"
"I was able to work together with my local Tema Instinct players to turn our part of town yellow and hold every gym for over a month. ","exercise","23","USA","o","single"
"I swam a mile in 40 minutes","exercise","52","USA","m","married"
"I went to school to train yoga for young students.","exercise","34","IND","f","married"
"Going for a run on a nice day.","exercise","27.0","USA","m","single"
"I ran around the track for a mile.","exercise","30","USA","f","single"
"I love play Soccer in the Stadium with my Friends","exercise","22","USA","m","single"
"Met another goal I've had as part of my exercise program at the gym.","exercise","69","USA","m","married"
"I was really productive at the gym.  I felt really accomplished because I was able to run a longer duration.","exercise","63.0","USA","f","single"
"I recently purchased an elliptical on Craigslist.  Being able to exercise on it makes me happy.  I am able to do cardio at any time of the day and even when the weather is not ideal for walking or running.","exercise","24.0","USA","f","single"
"Today my gym buddy and I both stayed on the elliptical for 25 minutes (we started at 10 minutes).","exercise","25.0","USA","f","single"
"After a month of strict diet i finally lose some weight.though it was not noticeable i felt really happy for me to lose weight.If i could workout more i could get a good shape too.","exercise","26.0","USA","f","married"
"When I went for a run yesterday morning and took a cold shower afterwards. It felt great and prepared me for the day.","exercise","26","SRB","m","single"
"i buy a bcaa supplement for my exercises in the gym.","exercise","35","DOM","m","married"
"Getting in a nice leg day at the gym","exercise","34","USA","m","single"
"I went for a jog.","exercise","30","USA","m","married"
"Exercise has such a profound effect on our happiness and well-being that it's actually been proven to be an effective strategy for overcoming depression. In a study cited in Shawn Achor's book, The Happiness Advantage 1, three groups of patients treated their depression with either medication, exercise, or a combination of the two. The results of this study really surprised me. ","exercise","68","USA","f","separated"
"Beating my personal best time in running a mile. ","exercise","28","USA","f","single"
"I joined our neighborhood gym last month and have been exercising three times a week.   ","exercise","47","USA","m","married"
"I was happy to discover a new class at the gym that I really enjoy. ","exercise","30.0","USA","f","single"
"I've sticking to my exercise schedule and manage to exercise at least five days a week. This makes me happy and I hope to change it to daily exercise in the future. It makes me feel light and keeps me alert all day.","exercise","45.0","IND","f","married"
"I worked out.","exercise","68","USA","f","separated"
"I have begun to run more and I feel better.","exercise","24.0","USA","m","single"
"I went for a 30 mile bike ride on a beautiful day that featured lots on sunshine and great scenery. ","exercise","26","USA","m","single"
"I went to a costume drawing workshop, since I haven't been to one for months. The energy from drawing with many talented artists, permeated into me. While I was a bit rusty at the beginning, I quickly put out decent drawings that I was proud of. Coming out of that workshop was like coming out of a gym after a good day's workout.","exercise","22","USA","f","single"
"I started doing Orange Theory for a workout and am finally taking care of myself.  I feel so much better working out and have more energy and feel better about myself.","exercise","33","USA","m","married"
"I went for a 4 mile run.","exercise","28","USA","f","single"
"I WAS ABLE TO WORKOUT WITH SOMEONE THIS SATURDAY THAT IS GOING TO BE ABLE TO CHANGE MY BODY FOR THE BETTER.","exercise","27","USA","m","single"
"Increasing my workout intensity. ","exercise","36.0","USA","f","married"
"Finally got my gym membership back","exercise","28.0","USA","m","single"
"I finally went to the gym again for the first time in over a week.","exercise","25","USA","m","single"
"I had a great run.","exercise","27","USA","f","single"
"I had a great time during exercises and had a really vigorous workout. ","exercise","45.0","IND","f","married"
"I JOINED A NEW GYM TODAY.","exercise","34","USA","f","single"
"Making an omelet after my morning run.","exercise","21","USA","m","single"
"Decided to workout for the first time in a year. ","exercise","25","USA","f","single"
"I took a run around the block for exercise.","exercise","30.0","USA","m","single"
"Last week I ran a 10k in under 45 minutes. That was the fastest I have ever ran a10k. All my training is paying off","exercise","28.0","USA","m","married"
"I have been trying for a long time to lose weight and get in better shape. Last night I was in a yoga class and could see some real definition in my arms. ","exercise","29","USA","f","single"
"I did above and beyond my normal workout routine.","exercise","21.0","USA","m","single"
"I got 10,000 steps yesterday because I was able to workout at rugby.","exercise","25.0","USA","m","single"
"I sent a few new bouldering problems at my gym today: a v3+, v4-, and a V4.  I feel like I am getting stronger as a climber.","exercise","22.0","USA","f","single"
"I did 50 push-ups for the first time in my daily exercise.","exercise","32","IND","m","married"
"I was able to run a mile without being winded! ","exercise","22","USA","f","married"
"I walked an extra half mile today on lunch, without being late getting back.","exercise","28.0","USA","m","divorced"
"I love play Soccer with my Friends in the Stadium ","exercise","22","USA","m","single"
"I had a really satisfying workout and my biceps looked bigger.","exercise","34","USA","m","single"
"I found a new personal trainer to help me with fitness.","exercise","23","USA","m","single"
"Finally going back to the gym after being gone for over two weeks.","exercise","24","USA","m","single"
"I went out for a long run and hike","exercise","20.0","USA","m","single"
"I played tennis for two hours today, good workout!","exercise","44","THA","m","married"
"I completed a 50 mile bike ride. ","exercise","41","USA","m","single"
"Finally went to the local gym today with my wife to take a look around. The staff there gave us a 3 day guest pass to try it out. ","exercise","35","USA","m","married"
"I took over a gym in pokemon go.","exercise","35","USA","m","single"
"I finally started my exercise regime for 30 minutes in the morning. It made me really feel refreshed and energized throughout the day.","exercise","29","IND","m","single"
"I finally started back doing intense cardio again.","exercise","31","USA","m","single"
"I ran on the treadmill last night and ran faster and farther than usual.","exercise","42","USA","m","single"
"I set a personal best time at the gym on the rowing machine.","exercise","36","USA","m","married"
"Yesterday I completed a 5 kilometer race at the quickest pace I have ever run.","exercise","31","USA","m","single"
"This morning I slept in and decided not to go to the gym. ","exercise","25","USA","f","single"
"I went to the gym today and noticed a hint of abs.","exercise","22.0","USA","m","single"
"I rode my exercise bike for 30 minutes in one session.","exercise","43","USA","m","married"
"I ran two miles for the first time in a year.","exercise","24.0","USA","m","single"
"I had a great workout at the gym, I trained my back","exercise","23.0","USA","m","single"
"I did a hard workout today.","exercise","33.0","USA","f","single"
"Getting a good workout in last week made me feel happy and excited about my fitness progress.","exercise","27.0","USA","f","single"
"Had a great productive workout that energized me for the rest of the day.","exercise","28","USA","m","single"
"i started to do exercise last month","exercise","30","IND","m","single"
"I went for a run","exercise","29.0","USA","f","married"
"I walked for 6 miles","exercise","31","USA","m","single"
"I heard some good workout tips.","exercise","34","USA","m","single"
"Renewed my gym membership so I can start working out again.","exercise","23.0","USA","m","single"
"I improved my personality by going to the gym regularly.","exercise","27","IND","m","single"
"A person at the gym paid me a compliment on my progress in training.","exercise","21","USA","m","single"
"I finally had time to do my free weight workout yesterday, and it made me feel good.","exercise","57.0","USA","f","married"
"I meditated for 20 minutes this morning and then did some yoga stretches","exercise","20.0","USA","m","single"
"I was happy to complete my first body pump class today at the gym.","exercise","30.0","USA","f","single"
"Getting my old truck to run after a long time of sitting in the driveway.","exercise","34.0","USA","m","married"
"I WENT TO RAN.","exercise","28","IND","m","married"
"Starting phase II of my workout routine which I am better suited to show my strengths in","exercise","24","USA","m","single"
"A week ago, people in my rock gym screamed ""Happy Birthday, (my name)"" throughout the entire gym when I arrived.  It was awesome.(:  It felt like people cared and it was one big surprise to me.  ","exercise","22.0","USA","f","single"
"I went for a long run around a lake in a nice city park early in the morning.","exercise","36","USA","m","single"
"Purchased a Bicycle for exercising purpose and keep my body fit.","exercise","31","IND","m","single"
"I, started a gym membership, to work out.","exercise","54.0","USA","f","married"
"One event that made me happy was getting back in the gym after not working out there for a month.","exercise","26","USA","m","single"
"I was able to run a longer distance today before getting tired.  I feel like my hard work at the gym has been paying off!","exercise","32","USA","m","single"
"Being able to run a half mile cheered my day up.","exercise","26.0","USA","m","single"
"I went for a hard bike ride yesterday.","exercise","28.0","USA","m","single"
"I had a empty gym to workout in","exercise","23.0","USA","m","single"
"I had a good run last night and I felt good but tired when I came back. ","exercise","34","USA","f","single"
"I exercised at morning.","exercise","24","USA","m","single"
"I exercised when I  woke up and it felt wonderful to feel energized in the morning. ","exercise","47.0","USA","f","married"
"I completed a 24 mile bike ride in 90 minutes. ","exercise","41","USA","m","single"
"We had a community sports event at our  locality and i have participated the soccer match and it was fun and sporty. ","exercise","29","USA","m","married"
"I went for an epic bike ride this morning, 18 miles at the bike park felt fantastic.  ","exercise","31.0","USA","m","married"
"I went to the park and had a good workout by myself.","exercise","21","USA","m","single"
"I went for a run on a trail and hoped to make it 1.5 to 2 miles before stopping. I ended up going 3.7 miles without even realizing it. I finished at 4 miles but felt like I could have gone longer.","exercise","36","USA","m","married"
"I WENT TO YOGA.","exercise","28","IND","m","single"
"I WENT TO YOGA.","exercise","23","IND","f","single"
"I went to the gym and finally hit 225 bench, one of my long time goals since I started lifting weights.","exercise","20","USA","m","single"
"The gym staff left the mp3 cable for their speaker system so I listened to my own music while working out.","exercise","23.0","USA","m","single"
"I was happy when I ran four miles the other day (my best run in months).","exercise","39","USA","f","married"
"I went for a jog while the sun was out.","exercise","30","USA","m","single"
"My gym buddies and I had a real good work-out session at the gym.","exercise","27.0","USA","m","single"
"I just finished my workout.","exercise","30","USA","o","married"
"I was happy to finish a 70 mile bike ride yesterday.","exercise","52.0","USA","f","single"
"I joined the Gym last month and started to workout.When I completed the first day of workouts ,I felt really happy and proud.It gave me a confidence and I was happy all night.","exercise","23.0","IND","f","married"
"i got a new gym","exercise","21","USA","m","single"
"I started going to the gym and gained 4 pounds after the first week. ","exercise","20.0","USA","m","single"
"I was complimented by a girl at the gym.","exercise","23.0","USA","m","single"
"I got into nationals for a fitness competition my gym was holding. ","exercise","20","USA","m","single"
"One of the things that I enjoy doing is running.  I run 5 to 6 times a week, about 30 mile total.  I have a training plan that follow that is very intense and improves my running. Every month I sign up for a race to see my improvements. Improvement makes me happy.  Racing makes me happy after it's over.","exercise","39","USA","m","married"
"I ran a mile under 6:30 and feel like I'm in great shape.","exercise","31","USA","m","married"
"I have started going to the gym again","exercise","27","USA","m","married"
"A put in a good workout at the gym after procrastinating.","exercise","27","USA","m","single"
"I love play Soccer in the Stadium with my Friends","exercise","22","USA","m","single"
"I took a yoga class from a really good instructor for the first time. I have always enjoyed doing yoga on my own and this instructor was amazing.","exercise","27","USA","m","single"
"Getting a gym membership and seeing the results quickly","exercise","29","USA","m","single"
"I decided to join a gym and use a personal trainer.","exercise","36","USA","m","single"
"Two weeks ago I went to the gym three times in one week and lost another pound.","exercise","45","USA","f","married"
"I was pain free after lifting at the gym.","exercise","23.0","USA","m","single"
"Had a really good workout today. Feel good about myself.","exercise","44.0","USA","m","married"
"I was able to run a mile just recently.","exercise","43","USA","f","married"
"I had a back injury but this morning it was feeling better lately and I have been able to start exercising again.","exercise","36","USA","m","single"
"I love getting to play volleyball a couple of times a week!","exercise","29.0","USA","m","single"
"I ran for 26.5 minutes on the treadmill, the longest I have run (in time or miles) in almost three years.","exercise","36","USA","m","married"
"Going for a run.","exercise","30","USA","f","single"
"I was able to exercise this weekend.","exercise","29","USA","f","married"
"I went for a run.","exercise","37","USA","f","married"
"I spent the afternoon playing volleyball because the weather was good.","exercise","27","USA","m","single"
"I ran a mile faster today than I ever have and keeping improving my time to make it quicker.","exercise","29","USA","m","single"
"I lifted weights at a new gym and it was a great place to find.","exercise","44","THA","m","married"
"I was happy when I went to the gym last week. ","exercise","25","USA","m","single"
"I had a good workout.","exercise","prefer not to say","USA","m","single"
"I went to the gym and did an hour of cardio.","exercise","44","THA","m","married"
"I WEND TO YOGA CLASS.","exercise","28","IND","f","single"
"I got up early to exercise.","exercise","22","USA","m","single"
"i got a new membership to the gym","exercise","21","USA","m","single"
"I went for a run last night after a couple weeks of eating poorly and not exercising much and it felt so good to be taking control of my health.","exercise","26","USA","f","single"
"I just came back from a really hard workout.  I am sweaty and tired, but feel like I have kicked the day off correctly. ","exercise","29","USA","f","single"
"I was able to walk 6 miles","exercise","31","USA","m","single"
"I went to the gym which allowed me to decompress from my work day and relax","exercise","28","USA","f","single"
"I hit a new PR on low bar squat in the gym.","exercise","31.0","USA","m","divorced"
"When I went to the gym this morning, I finally mastered my handstand and it made me happy.","exercise","18","USA","m","single"
"Went to the gym and set a personal record on bench press with dumbbells.","exercise","31","USA","m","single"
"I went to exercise class this morning and really enjoyed it.","exercise","55","USA","f","single"
"I went to the gym to work out.","exercise","41","USA","m","single"
"I went on an 8 mile bike ride which is the longest distance I have been able to ride. ","exercise","24","USA","f","single"
"I went for a 2 mile run at night, it was perfect weather (60 degrees) for running.","exercise","27.0","USA","m","single"
"I went to the gym to train after recovering from an intercostal strain and a cold and lifted exactly what I needed to.","exercise","23","USA","m","single"
"I went for a bike ride.","exercise","28","IND","m","married"
"I worked out","exercise","25","USA","m","single"
"I went swimming","exercise","21","USA","m","single"
"Exercise has such a profound effect on our happiness and well-being that it's actually been proven to be an effective strategy for overcoming depression. In a study cited in Shawn Achor's book, The Happiness Advantage 1, three groups of patients treated their depression with either medication, exercise, or a combination of the two. The results of this study really surprised me","exercise","38","CAN","f","single"
"I exercised at the park, it was fun.","exercise","33","USA","m","single"
"I went exercising for an hour this morning.","exercise","26.0","USA","m","single"
"I went to the gym to workout and accomplished my fitness goals.","exercise","26","USA","m","single"
"While at the gym, the gentleman who signed me up for my membership complimented me on my gym progress. I signed up at the gym in the town I used to live in. It had been many months since I had seen him.","exercise","26","USA","f","divorced"
"I was able to get a workout in this morning before the kids woke up","exercise","38","USA","m","married"
"I performed a workout that was difficult and completed it within an hour.","exercise","24.0","USA","m","single"
"I have been trying incredibly hard to get myself back into shape. This morning, I put on a kettlebell HIIT workout on Youtube. I was expecting to struggle through the workout. When I conquered that workout, I felt amazing. ","exercise","26","USA","f","single"
"I had a great workout at the gym.","exercise","23","USA","m","single"
"i started to study yoga","exercise","30","IND","m","single"
"I had a good workout.","exercise","29","VNM","m","single"
"Purchased a Bicycle for exercising purpose and keep my body fit.","exercise","31","IND","m","single"
"I ran a longer distance than I have ever run before.","exercise","27","USA","f","single"
"I got to go to the gym and work out, which always makes me feel good.","exercise","24","USA","m","married"
"Had a really good workout session and went to bed early.","exercise","27","USA","f","single"
"I lifted some weights in the morning for a workout.","exercise","33","USA","m","single"
"PERFORMING YOGA IN THE MORNING","exercise","41","IND","m","married"
"I did some yoga and it felt really good since I had been sitting all day and my body was tight and sore.","exercise","29.0","USA","m","married"
"I was happy when I saw improvements to my body after looking at the mirror at home after having been going to the gym for the past year.","exercise","23.0","USA","m","single"
"Running around a lake ","exercise","24.0","USA","m","single"
"I finally completed converting my garage into a workout gym.","exercise","29","USA","m","married"
"I went to the gym and had a really good workout.","exercise","39.0","USA","f","married"
"I joined a local senior center in order to take aerobics classes.","exercise","58.0","USA","f","divorced"
"I WENT TO RUNNING.","exercise","26","IND","f","single"
"I ran for longer than I ever have while working out on the elliptical at the gym today and saw I burned over 500 calories!","exercise","33","USA","m","single"
"I ran a 5K run in under 30 minutes and was barely out of breath at the end.","exercise","22","USA","f","single"
"I WENT TO RUNNING.","exercise","27","IND","m","married"
"I ran into an acquaintance at the gym.","exercise","27.0","USA","m","single"
"I got in a very good workout.","exercise","26","USA","m","single"
"Going on a long run.","exercise","21","USA","m","single"
"I put in a good workout today.","exercise","27","USA","m","single"
"I went to the gym for the second time this week to start a new trend/practice of going regularly.","exercise","32.0","USA","m","single"
"I went to the gym for the first time in months and had a good session.","exercise","24","USA","f","single"
"Today I went for a run with my new Nikes","exercise","22","USA","f","married"
"I finally went to the gym a whole week.","exercise","24.0","MEX","f","single"
"I had a good workout at my gym","exercise","23.0","USA","m","single"
"I went to the gym today.","exercise","24.0","USA","m","single"
"I went on a run.","exercise","29","USA","m","single"
"I went on a mile long jog around town after work.","exercise","26","USA","m","single"
"Went for a run","exercise","19","USA","f","single"
"I finally stuck to a workout routine.","exercise","21.0","USA","m","single"
"I ran 2 miles in the morning before work.","exercise","27.0","USA","m","single"
"I did not go to the gym yesterday, instead I stayed home and caught up with everything around the apartment which was nice","exercise","25","USA","m","single"
"I took a walk, which, even though I didn't want to, made me feel better after.","exercise","30","USA","o","single"
"I was able to get in an intense push workout that makes me feel nice and pumped up.","exercise","22.0","USA","m","single"
"I ran a few miles and got a lot of exercise.","exercise","32.0","USA","m","single"
"When my friend and I exercised together at the gym.","exercise","46","USA","f","married"
"I was happy when I went to the gym this morning. ","exercise","30.0","USA","f","single"
"I was very happy while working out at the gym last night since it had been the for the first time I worked out since a couple of months ago. The feeling of satisfaction that I had after completing the work out made me feel very happy.","exercise","24","USA","m","single"
"I completed my daily weight lifting workout without feeling exhausted. Exercise always make me happy because it energizes me throughout the day.","exercise","32","USA","m","married"
"I had a great workout today so that made me happy both during the workout and afterwards","exercise","62","USA","f","single"
"My muscles were sore from a workout two days ago, but they feel much better now. ","exercise","45.0","USA","m","divorced"
"I had two good workouts yesterday.","exercise","27.0","USA","m","single"
"I walked 5 miles this morning","exercise","31","USA","m","single"
"I went for a run last night for the first time in a while. ","exercise","30","USA","o","single"
"I went for a long walk.","exercise","39","USA","m","single"
"I WENT TO RUNNING.","exercise","27.0","IND","m","single"
"I felt energized after coming back from a jog.","exercise","53.0","USA","f","married"
"Going out for a nice jog in the park on a cool Monday morning. ","exercise","28.0","USA","m","single"
"I went out and played tennis for an hour and a half. ","exercise","21","USA","m","single"
"Have a nice glass of cold water after my workout felt unreal.","exercise","27","USA","m","single"
"I had a good leg day at the gym!","exercise","34","USA","m","single"
"I had a great workout at the gym this morning.","exercise","28","USA","f","single"
"I walked for 45 minutes on the treadmill during lunch.","exercise","43","USA","m","single"
"I meditated quietly at my home for 20 minutes.","exercise","30","USA","m","married"
"I did an intense workout with a friend for the first time in a few weeks.","exercise","25.0","USA","m","single"
"I exercised a little","exercise","24","USA","f","single"
"Finding an awesome new song to workout to was just what I needed and excited me about my next gym visit.","exercise","29.0","USA","m","single"
"Settings a new personal best for push-ups.","exercise","33","USA","m","married"
"Exercising, running and walking for 3 hours kept me motivated.","exercise","45.0","USA","f","single"
"I drank cold water after a hard workout.","exercise","28","USA","m","single"
"After a 5 day hiatus i was finally able to make it back to the gym today. ","exercise","42","USA","m","married"
"I had a great time exercising this morning!","exercise","30","USA","f","married"
"I ran a mile in under 8 minutes today.","exercise","32","USA","f","married"
"I was happy when I went for a run.","exercise","32","USA","f","married"
"I hit a new personal best on deadlifts at the gym.","exercise","23.0","USA","m","single"
"I was able to take my puppy on a 3 mile walk without any pain. ","exercise","48","USA","f","married"
"I walked 10 miles this morning","exercise","31","USA","m","single"
"Today I was able to take a break from work and go to the gym. ","exercise","33","USA","f","divorced"
"I had a great work out today for my run, it went as well or possibly even better than I could have hoped for.","exercise","32","USA","m","married"
"Did a little running on the treadmill","exercise","24.0","USA","m","single"
"Going to the gym and getting the after workout soreness. ","exercise","22","USA","m","single"
"I had a great deadlift day at the gym","exercise","24","USA","m","single"
"I flirted with the hot MILF in my yoga class.","exercise","37","USA","m","single"
"I ran on the treadmill yesterday.","exercise","42","USA","m","single"
"I felt awesome after a good workout.","exercise","27","USA","m","single"
"I did a boxing workout.","exercise","34","USA","m","single"
"I felt good after a run this morning.","exercise","26","USA","m","single"
"It was an unexpectedly beautiful day out so I went for a jog during lunchtime.","exercise","29","USA","m","married"
"I walked 5 miles.","exercise","54","USA","f","married"
"I did some running in the park.","exercise","30","MKD","m","single"
"Having the motivation to get out of bed this morning and get to the gym before work.","exercise","28","USA","f","single"
"I found an article online that helped me get started on my workout and diet/meal-prep schedule. ","exercise","23.0","USA","m","single"
"I was able to do squats at the end of my gym session despite being tired.","exercise","24","USA","f","single"
"I completed a difficult exercise","exercise","27","USA","m","single"
"Couple personal records biking ","exercise","28.0","USA","m","single"
"I was able to go to the gym and get a good workout, it made me have better self esteem.","exercise","18","USA","m","single"
"I completed another workout.","exercise","44","USA","m","single"
"Found a few minutes to get some exercise in.","exercise","36","USA","m","married"
"I went for a jog by myself. ","exercise","29","USA","f","single"
"I was able to continue my streak of exercising this morning.  I am trying to get in better shape and I have found the motivation to keep it up.","exercise","29","USA","m","married"
"When I was able to walk 1/4 mile without being out of breath.","exercise","49.0","USA","f","married"
"I ran 2.53 miles today which is farther than my previous run on Monday.","exercise","35.0","USA","f","married"
"My sore muscles from a workout two days ago aren't bothering me anymore, and so I was able to get in a good exercise again. ","exercise","45.0","USA","m","divorced"
"I did things in my workout that I didn't think I'd be able to do (stronger and more capable than I thought!!)","exercise","30","USA","f","single"
"2 days ago, I got back on my gym routine, and it feels good knowing I'm back on my path to fitness","exercise","29","USA","m","single"
"Did a workout at the local swimming pool his morning and had the entire pool to myself.","exercise","28.0","USA","m","single"
"I meditated briefly this morning and it felt great.","exercise","22.0","USA","m","single"
"I started a new workout plan which went well today.","exercise","29","USA","m","single"
"I worked out at the gym for the first time in over a month due to illness.","exercise","23","USA","m","single"
"I woke up from a short nap after doing some physically exerting work.","exercise","20","USA","f","single"
"I completed a difficult workout.","exercise","35.0","AUS","f","married"
"Took a shower after a workout. Felt great after the shower.","exercise","26","USA","m","single"
"I had a good day at the gym, and lifted a lot.","exercise","23","USA","m","single"
"I had a good bike ride.","exercise","28","IND","m","married"
"I beat my personal best at the gym.","exercise","29","USA","m","divorced"
"I got to play with the dog at the gym.","exercise","34","USA","f","single"
"I felt happy when I finished my Yoga workout...it sucked but was so relieved when I did it and didnt make an excuse.","exercise","28.0","USA","f","single"
"I was happy when I just exercised at the gym 3 hours ago. ","exercise","34","USA","m","single"
"Worked out at the gym","exercise","31.0","USA","m","single"
"I WENT TO YOGA CLASS.","exercise","28","IND","m","single"
"Doing yoga after putting the kids to bed.","exercise","29","USA","f","married"
"Purchased a Bicycle for exercising purpose and keep my body fit.","exercise","31","IND","m","single"
"I went to the gym for the first time in a week which really made me happy.","exercise","39.0","USA","o","married"
"I had a good workout at the gym.","exercise","25","USA","m","single"
"I got up very early and got my workout in. ","exercise","27","USA","m","single"
"My gym got some new battle ropes.","exercise","44","USA","m","single"
"I had a good bike ride.","exercise","28","IND","m","married"
"Went for a walk this morning and got some exercise.","exercise","45","USA","f","married"
"Doing yoga within the past 24 hours made me happy.","exercise","28","USA","f","single"
"I managed to squeeze in a good workout between work tasks. ","exercise","45.0","USA","m","divorced"
"I went to my climbing gym and I overcame a problem that I haven't been able to do for the past few weeks. ","exercise","25.0","USA","m","single"
"Went to workout with my girlfriend at the gym","exercise","31","USA","m","single"
"hitting the gym and working out","exercise","22.0","USA","m","single"
"I went for a 10 mile walk.","exercise","37","USA","m","single"
"i was able to go to the gym and get a good workout","exercise","24","USA","m","single"
"I ran.","exercise","34","USA","m","single"
"Today early morning i went for an walking in a beach which is nearby to my house. I done a exercise and yoga for an one hour its gives me peaceful mind and feeling fresh air. It makes my mind in an happy mood.","exercise","24.0","IND","f","single"
"I walked 3 kms in the morning today and also did some push ups. This made my morning and I am very happy for that. ","exercise","29","IND","m","single"
"I worked out a little and it felt rejuvenating.","exercise","29.0","USA","m","single"
"i was at the gym","exercise","66","USA","m","married"
"I went for a jog outside.","exercise","30","USA","m","single"
"I had a very good workout and that made me happy.","exercise","29","USA","m","married"
"I had a great cardio workout at the gym shooting around on the basketball court.","exercise","30.0","USA","m","married"
"Today was the 10th day in a row that I have gotten up early to do a workout. I am really happy and proud of myself.","exercise","27","USA","f","married"
"I had a nice easy run this morning before work.","exercise","31","USA","m","married"
"I worked out at the gym yesterday, I did a full round of strength training and ran for almost two miles.  I felt relaxed and happy after it was over. ","exercise","45","USA","m","married"
"I got up a little earlier and got a good workout in before work. ","exercise","24.0","USA","m","single"
"After skipping my planned run the previous day, I ended up running an extra quarter mile in the rain yesterday and it felt especially good.","exercise","36","USA","f","single"
"I love play Soccer in the Stadium with my Friends","exercise","22","USA","m","single"
"Worked out this morning.","exercise","36.0","USA","f","married"
"I had a good workout yesterday and am recovering well from my marathon.","exercise","19.0","USA","m","single"
"I went for a run before my shower for about 20 minutes.","exercise","26","USA","f","single"
"I took a quick shower after my workout and that too was rejuvenating.","exercise","29.0","USA","m","single"
"I went for a jog in the nice morning air and it made me feel great.","exercise","30.0","USA","m","single"
"I worked out at my local gym.","exercise","27","IND","m","single"
"I was feeling tired but forced myself to go to the gym and had a great workout.","exercise","40.0","USA","m","single"
"I had a good run, I felt really great after.","exercise","24","USA","m","married"
"I actually did some exercise.","exercise","31","USA","m","single"
"Going to the gym and having a good workout.","exercise","28","USA","m","single"
"I set a new personal record at the gym.","exercise","30.0","USA","m","single"
"I did 30 push-ups in the evening.","exercise","43","USA","m","single"
"Managed to snag a girl's number at the gym.","exercise","27.0","USA","m","single"
"Woke up early and performed pilates exercise routine.","exercise","38","USA","f","single"
